partnumber,releasedate
E140DPM1-SVC,2009-10-05
E140SM1-SVC,2009-10-05
E160DM1-SVC,2009-10-05
E160DPM1-10G-SVC,2009-10-05
E160DPM1-SVC,2009-10-05
ISM-SRE-300-BUN-K9,2009-10-05
MSWS-08R2EN-E-K9,2009-10-05
MSWS-08R2ST-E-K9,2009-10-05
MSWS-08R2ST-X86-K9,2009-10-05
SM-DSK-COVER,2009-10-05
SM-HDD-SATA-500GB,2009-10-05
SM-HDD-SATA-500GB=,2009-10-05
SM-HDDB-SATA500GB,2009-10-05
SM-MEM-VLP-2GB,2009-10-05
SM-MEM-VLP-2GB=,2009-10-05
SM-MEM-VLP-4GB,2009-10-05
SM-MEM-VLP-4GB=,2009-10-05
SM7-UCSE,2009-10-05
SM9-UCSE,2009-10-05
SW-2951-IMCE1.0-K9,2009-10-05
SW-3900-IMCE1.0-K9,2009-10-05
SW-SRE-NTV-1.0-K9,2009-10-05
SW-SRE-V7-2.0-K9,2009-10-05
SW-SRE-V9-2.0-K9,2009-10-05
SW-SREVUCSE-2.0K9,2009-10-05
UCS-E140D-M1VDI/K9,2009-10-05
UCS-E140DP-M1/K9,2009-10-05
UCS-E140DP-M1/K9=,2009-10-05
UCS-E160D-M1VDI/K9,2009-10-05
UCS-E160DP-M1/K9,2009-10-05
UCS-E160DP-M1/K9=,2009-10-05
C1941-SEC-SRE/K9,2009-10-05
C2901-VSEC-SRE/K9,2009-10-05
C2911-SRE-700/K9,2009-10-05
C2911-VSEC-SRE/K9,2009-10-05
C2921-VSEC-SRE/K9,2009-10-05
C2951-VSEC-SRE/K9,2009-10-05
C3925-VSEC-PSRE/K9,2009-10-05
C3925-VSEC-SRE/K9,2009-10-05
C3925E-VSEC-SRE/K9,2009-10-05
C3945-VSEC-PSRE/K9,2009-10-05
C3945-VSEC-SRE/K9,2009-10-05
C3945E-VSEC-SRE/K9,2009-10-05
SM-SRE-710-APP-K9,2009-10-05
SM-SRE-710-BUN-K9,2009-10-05
SM-SRE-710-K9=,2009-10-05
SM-SRE-910-APP-K9,2009-10-05
SM-SRE-910-BUN-K9,2009-10-05
SM-SRE-910-K9=,2009-10-05
SM-SRE-700-BUN-K9,2009-10-05
SM-SRE-700-K9=,2009-10-05
SM-SRE-700-RS-K9=,2009-10-05
SM-SRE-900-BUN-K9,2009-10-05
SM-SRE-900-K9,2009-10-05
SM-SRE-900-K9=,2009-10-05
SM-SRE-900-RS-K9=,2009-10-05
SM-900-VMSS-K9,2009-10-05
SM-900-VMSS-K9=,2009-10-05
FL-VSM-SRE9-VM=,2009-10-05
SM-DSK-SATA-500GB,2009-10-05
SM-DSK-SATA-500GB=,2009-10-05
SM-MEM-DDR2-2GB,2009-10-05
SM-MEM-DDR2-2GB=,2009-10-05
SFP-OC12-LR1,2003-01-02
SFP-OC48-LR2,2003-01-02
SPA-UBR10-DS-HD,2005-04-12
SPA-UBR10-DS-HD=,2005-04-12
SPA-UBR10-DS-SP=,2005-04-12
SPA-UBR10-DS-6G,2005-04-12
SPA-UBR10-DS-6G=,2005-04-12
SPA-UBR10-6G-SP=,2005-04-12
SWLIC-SPA-UBR10-DS,2005-04-12
L-SPA-UBR10-DS,2005-04-12
L-SPA-UBR10-SWLIC=,2005-04-12
CAB-ADPT-75-120,2005-04-12
CAB-T3E3-RF-BNC-F,2005-04-12
CAB-T3E3-RF-BNC-M,2005-04-12
CAB-T3E3-RF-OPEN,2005-04-12
SPA-5X1GE-V2=,2005-04-12
CBL-RPR-OC192-L,2005-04-12
CBL-RPR-OC192-L=,2005-04-12
CBL-RPR-OC192-S,2005-04-12
CBL-RPR-OC192-S=,2005-04-12
SPA-1XOC12-ATM-V2,2005-04-12
SPA-1XOC12-ATM-V2=,2005-04-12
SPA-1XOC3-ATM-V2,2005-04-12
SPA-1XOC3-ATM-V2-C,2005-04-12
SPA-1XOC3-ATM-V2=,2005-04-12
SPA-2X1GE-SYNCE,2005-04-12
SPA-2X1GE-SYNCE=,2005-04-12
SPA-2XCHOC12-4PAK=,2005-04-12
SPA-3XOC3-ATM-V2-C,2005-04-12
SPA-3XOC3-ATM-V2=,2005-04-12
SPA-4XOC3-ATM-2PK=,2005-04-12
SPA-1X10GE-L-ITUC,2005-04-12
SPA-1X10GE-L-ITUC=,2005-04-12
SPA-1XOC12-POS=,2005-04-12
SPA-2XOC12-POS=,2005-04-12
SPA-2XOC3-POS=,2005-04-12
SPA-4XOC3-POS=,2005-04-12
SPA-4XOC3-POS-V2=,2005-04-12
7600-SSC-400=,2005-04-12
SPA-IPSEC-2G=,2005-04-12
SPA-IPSEC-SSC400-1,2005-04-12
SPA-IPSEC-SSC400-2,2005-04-12
UBR10-2XDS-SIP,2005-04-12
10000-SIP-600,2005-04-12
UBR10-2XDS-SIP=,2005-04-12
10000-SIP-600=,2005-04-12
SPA-OC192POS-VSR,2005-04-12
SPA-OC192POS-VSR=,2005-04-12
SPA-OC192POS-XFP=,2005-04-12
SPA-1XOC48-ATM,2005-04-12
SPA-1XOC48-ATM=,2005-04-12
SPA-1XTENGE-XFP,2005-04-12
SPA-1XTENGE-XFP=,2005-04-12
SPA-1X10GE-L-V2=,2005-04-12
SPA-5X1GE,2005-04-12
SPA-5X1GE=,2005-04-12
SPA-1XOC12-ATM,2005-04-12
SPA-1XOC12-ATM=,2005-04-12
SB-PWR-INJ2-JP,2008-11-25
SB-PWR-INJ2-IN,2008-11-25
SB-PWR-INJ2-NA,2008-11-25
SB-PWR-INJ2-KR,2008-11-25
SB-PWR-INJ2-AU,2008-11-25
SB-PWR-INJ2-CN,2008-11-25
SB-PWR-INJ2-EU,2008-11-25
SB-PWR-INJ2-BR,2008-11-25
SB-PWR-INJ2-AR,2008-11-25
SB-PWR-INJ2-UK,2008-11-25
SB-PWR-INJ2,2008-11-25
SB-PWR-INJ1-AU,2008-11-25
SB-PWR-INJ1-CN,2008-11-25
SB-PWR-INJ1-EU,2008-11-25
SB-PWR-INJ1-IN,2008-11-25
SB-PWR-INJ1-JP,2008-11-25
SB-PWR-INJ1-NA,2008-11-25
SB-PWR-INJ1-UK,2008-11-25
SB-PWR-12V-AR,2008-11-25
SB-PWR-12V-AU,2008-11-25
SB-PWR-12V-CN,2008-11-25
SB-PWR-12V-EU,2008-11-25
SB-PWR-12V-JP,2008-11-25
SB-PWR-12V-KR,2008-11-25
SB-PWR-12V-NA,2008-11-25
SB-PWR-12V-UK,2008-11-25
RPS1000,2008-11-25
RPS1000-AU,2008-11-25
RPS1000-EU,2008-11-25
DS-X97-SF4-K9[1],2004-09-17
DS-X9710-FAB31,2004-09-17
DS-X9748-3072-VK9,2004-09-17
DS-C9710-V3K9,2004-09-17
DS-SFP-FC10G-LW,2004-09-17
CAB-9K16A-AUS,2004-09-17
CAB-9K16A-CH,2004-09-17
CAB-9K16A-EU,2004-09-17
CAB-9K16A-INT,2004-09-17
CAB-9K16A-ISR,2004-09-17
CAB-9K16A-SA,2004-09-17
CAB-9K16A-SW,2004-09-17
CAB-9K16A-US1,2004-09-17
CAB-9K16A-US2,2004-09-17
CAB-9K20A-NA,2004-09-17
CAB-9K16A-KOR,2004-09-17
CAB-9K16A-ARG,2004-09-17
CAB-9K16A-BRZ,2004-09-17
DS-C9710-FD-MB,2004-09-17
M97ENTK9,2004-09-17
DCNM-SAN-M97-K9,2004-09-17
M97FIC1K9[2],2004-09-17
L-D-M97S-AXK9,2004-09-17
L5-D-M97S-AXK9,2004-09-17
DS-C9710=,2004-09-17
DS-X97-SF4-K9=,2004-09-17
DS-X9710-FAB3=,2004-09-17
DS-CAC97-3KW=,2004-09-17
DS-CDC97-3KW=,2004-09-17
DS-C9710-FAN=,2004-09-17
DS-X9334-K9=,2004-09-17
DS-X9748-3072-TK9=,2004-09-17
DS-X9748-3072-VK9=,2004-09-17
DS-X9648-1536K9=,2004-09-17
DS-SFP-FC64G-SW=,2004-09-17
DS-SFP-FC32G-SW=,2004-09-17
DS-SFP-FC32G-LW=,2004-09-17
DS-SFP-FC16G-SW=,2004-09-17
DS-SFP-FC16G-LW=,2004-09-17
DS-SFP-FC16GELW=,2004-09-17
DS-SFP-FC10G-SW=,2004-09-17
DS-SFP-FC10G-LW=,2004-09-17
DS-SFP-FC8G-SW=,2004-09-17
DS-SFP-FC8G-LW=,2004-09-17
DS-SFP-FC8G-ER=,2004-09-17
DS-SFP-10GE-SR=SFP-10G-SR=,2004-09-17
DS-SFP-10GE-LR=SFP-10G-LR=,2004-09-17
SFP-10G-ER=,2004-09-17
DS-CWDM8G1470=,2004-09-17
DS-CWDM8G1490=,2004-09-17
DS-CWDM8G1510=,2004-09-17
DS-CWDM8G1530=,2004-09-17
DS-CWDM8G1550=,2004-09-17
DS-CWDM8G1570=,2004-09-17
DS-CWDM8G1590=,2004-09-17
DS-CWDM8G1610=,2004-09-17
DWDM-SFP10G-xx.xx=,2004-09-17
CAB-9K16A-AUS=,2004-09-17
CAB-9K16A-CH=,2004-09-17
CAB-9K16A-EU=,2004-09-17
CAB-9K16A-INT=,2004-09-17
CAB-9K16A-ISR=,2004-09-17
CAB-9K16A-SA=,2004-09-17
CAB-9K16A-SW=,2004-09-17
CAB-9K16A-US1=,2004-09-17
CAB-9K16A-US2=,2004-09-17
CAB-9K20A-NA=,2004-09-17
CAB-9K16A-KOR=,2004-09-17
CAB-9K16A-ARG=,2004-09-17
CAB-9K16A-BRZ=,2004-09-17
CAB-C19-CBN=,2004-09-17
DS-C9710-FD-MB=,2004-09-17
M97ENTK9=,2004-09-17
L-M97ENTK9=,2004-09-17
DCNM-SAN-M97-K9=,2004-09-17
L-DCNM-S-M97-K9=,2004-09-17
M97FIC1K9=2,2004-09-17
L-M97FIC1K9=2,2004-09-17
L-D-M97S-AXK9=,2004-09-17
L5-D-M97S-AXK9=,2004-09-17
DS-X97-SF4-K9,2004-09-17
M97FIC1K9,2004-09-17
DS-C9706=,2004-09-17
DS-X7-SF4-K9=,2004-09-17
M97FIC1K9=,2004-09-17
L-M97FIC1K9=,2004-09-17
DS-X9448-768K9=,2004-09-17
DS-X9448768B8K9=,2004-09-17
DS-X9448768BSK9=,2004-09-17
SFP-10G-SR=,2004-09-17
SFP-10G-LR=,2004-09-17
DS-X9248-96K9,2004-09-17
DS-X9248-48K9,2004-09-17
DS-SFP-FC4G-MR,2004-09-17
DS-SFP-FC4G-LW,2004-09-17
DS-X9224-96K9=,2004-09-17
DS-X9248-96K9=,2004-09-17
DS-X9248-48K9=,2004-09-17
DS-SFP-FC8G-SW-4=,2004-09-17
DS-SFP-FC4G-SW-4=,2004-09-17
DS-SFP-FC4G-SW=,2004-09-17
DS-SFP-FC4G-MR=,2004-09-17
DS-SFP-FC4G-LW=,2004-09-17
DS-CWDM-xxxx=,2004-09-17
DS-CWDM4GXXXX=,2004-09-17
DWDM-SFP-XXXX=,2004-09-17
DS-13SLT-FAB2=,2004-09-17
DS-X9232256HK9=,2004-09-17
DS-X9248-48HPK9=,2004-09-17
DS-X9248256HK9=,2004-09-17
DS-X9232-256BK9=,2004-09-17
DS-X9248-48HVK9=,2004-09-17
DS-X9248-256BK9=,2004-09-17
DS-X9248-256K9,2004-09-17
DS-X9232-256K9=,2004-09-17
DS-X9248-256K9=,2004-09-17
DS-X9708-HPK9,2004-09-17
DS-X9708-K9,2004-09-17
DS-X9708-K9=,2004-09-17
DS-X9704,2004-09-17
DS-X9704-H=,2004-09-17
DS-X9704=,2004-09-17
DS-X2-E10G-ER,2004-09-17
DS-X2-E10G-ER=,2004-09-17
DS-X2-E10G-LR,2004-09-17
DS-X2-E10G-LR=,2004-09-17
DS-X2-E10G-SR,2004-09-17
DS-X2-E10G-SR=,2004-09-17
DS-X2-E10G-ZR,2004-09-17
DS-X2-E10G-ZR=,2004-09-17
DS-X2-FC10G-CX4,2004-09-17
DS-X2-FC10G-CX4=,2004-09-17
DS-X2-FC10G-ER,2004-09-17
DS-X2-FC10G-ER=,2004-09-17
DS-X2-FC10G-SR,2004-09-17
DS-X2-FC10G-SR=,2004-09-17
DS-X2-FC10G-SW,2004-09-17
DS-X2-FC10G-SW=,2004-09-17
DS-X2-FC10G-ZR,2004-09-17
DS-X2-FC10G-ZR=,2004-09-17
DS-X9224-96H8K9=,2004-09-17
DS-X9224-96HPK9=,2004-09-17
DS-X9224-96HVK9=,2004-09-17
DS-X9248-96H8K9=,2004-09-17
DS-X9248-96HPK9=,2004-09-17
DS-X9248-96HVK9=,2004-09-17
DS-13SLT-FAB3,2004-09-17
DS-13SLT-FAB2HP=,2004-09-17
DS-13SLT-FAB3NH=,2004-09-17
DS-13SLT-FAB2P=,2004-09-17
DS-13SLT-FAB3=,2004-09-17
DS-C9513-3AHK9,2004-09-17
DS-C9513-4AHK9,2004-09-17
DS-C9513-3AK9,2004-09-17
DS-C9513-4AK9,2004-09-17
DS-C9513-3ANHK9,2004-09-17
DS-C9513-4ANHK9,2004-09-17
DS-PAA-2,2004-09-17
DS-X2-FC10G-LR,2004-09-17
DS-X2-FC10G-LR=,2004-09-17
QSFP-100G-LR4-I,2003-07-01
QSFP-100G-B20U4-I,2003-07-01
QSFP-100G-B20D4-I,2003-07-01
QSFP-100G-ZR4-S,2003-07-01
QSFP-100G-CU1.5M,2003-07-01
QSFP-100G-CU2.5M,2003-07-01
Q-4SFP25G-CU1.5M,2003-07-01
Q-4SFP25G-CU2.5M,2003-07-01
ONS-QDD-OLS=,2003-07-01
ONS-CAB-CS-LC-5=,2003-07-01
ONS-BRK-CS-8LC=,2003-07-01
ONS-BRK-CS-16LC=,2003-07-01
15216-FLD-4-39.7=,2003-07-01
15216-FLD-4-42.9=,2003-07-01
15216-FLD-4-46.1=,2003-07-01
15216-FLD-4-49.3=,2003-07-01
15216-FLD-4-52.5=,2003-07-01
15216-FLD-4-55.7=,2003-07-01
NCS1K-MD-64-C=,2003-07-01
QDD-400G-ZR-S=,2003-07-01
QDD-400G-ZRP-S=,2003-07-01
DP04QSDD-HE0=,2003-07-01
DP04QSDD-HK9=,2003-07-01
DP01QSDD-LK9=,2003-07-01
SFP-H25G-CU1.5M,2003-07-01
SFP-H25G-CU2M,2003-07-01
SFP-H25G-CU2.5M,2003-07-01
SFP-H25G-CU3M,2003-07-01
SFP-25G-ER-I,2003-07-01
SFP-25G-BX40D-I,2003-07-01
SFP-25G-BX40U-I,2003-07-01
SFP-T1F-SATOP-I,2003-07-01
SFP-E1F-SATOP-I,2003-07-01
SFP-T3F-SATOP-I,2003-07-01
SFP-CH-OC3STM1-I,2003-07-01
SFP-TS-OC3STM1-I,2003-07-01
CPAK-100G-LR4-2K,2003-07-01
CPAK-100G-ER4F,2003-07-01
CPAK-100G-PSM4,2003-07-01
CPAK-100G-FR,2003-07-01
SFP-10G-OLT20-X,2003-07-01
R-PON-10G-RTU,2003-07-01
DWDM-SFP10G-C-I=,2003-07-01
SFP-10G-SR-I,2003-07-01
SFP-10G-ER-I,2003-07-01
SFP-10G-ZR-I,2003-07-01
SFP-H10GB-CU4M,2003-07-01
SFP-1G-SX,2003-07-01
SFP-1G-T-X,2003-07-01
CWDM-SFP10G-1470=,2003-07-01
CWDM-SFP10G-1490=,2003-07-01
CWDM-SFP10G-1510=,2003-07-01
CWDM-SFP10G-1530=,2003-07-01
CWDM-SFP10G-1550=,2003-07-01
CWDM-SFP10G-1570=,2003-07-01
CWDM-SFP10G-1590=,2003-07-01
CWDM-SFP10G-1610=,2003-07-01
DWDM-SFP10G-30.33=,2003-07-01
DWDM-SFP10G-31.12=,2003-07-01
DWDM-SFP10G-31.90=,2003-07-01
DWDM-SFP10G-32.68=,2003-07-01
DWDM-SFP10G-33.47=,2003-07-01
DWDM-SFP10G-34.25=,2003-07-01
DWDM-SFP10G-35.04=,2003-07-01
DWDM-SFP10G-35.82=,2003-07-01
DWDM-SFP10G-36.61=,2003-07-01
DWDM-SFP10G-37.40=,2003-07-01
DWDM-SFP10G-38.19=,2003-07-01
DWDM-SFP10G-38.98=,2003-07-01
DWDM-SFP10G-39.77=,2003-07-01
DWDM-SFP10G-40.56=,2003-07-01
DWDM-SFP10G-41.35=,2003-07-01
DWDM-SFP10G-42.14=,2003-07-01
DWDM-SFP10G-42.94=,2003-07-01
DWDM-SFP10G-43.73=,2003-07-01
DWDM-SFP10G-44.53=,2003-07-01
DWDM-SFP10G-45.32=,2003-07-01
DWDM-SFP10G-46.12=,2003-07-01
DWDM-SFP10G-46.92=,2003-07-01
DWDM-SFP10G-47.72=,2003-07-01
DWDM-SFP10G-48.51=,2003-07-01
DWDM-SFP10G-49.32=,2003-07-01
DWDM-SFP10G-50.12=,2003-07-01
DWDM-SFP10G-50.92=,2003-07-01
DWDM-SFP10G-51.72=,2003-07-01
DWDM-SFP10G-52.52=,2003-07-01
DWDM-SFP10G-53.33=,2003-07-01
DWDM-SFP10G-54.13=,2003-07-01
DWDM-SFP10G-54.94=,2003-07-01
DWDM-SFP10G-55.75=,2003-07-01
DWDM-SFP10G-56.55=,2003-07-01
DWDM-SFP10G-57.36=,2003-07-01
DWDM-SFP10G-58.17=,2003-07-01
DWDM-SFP10G-58.98=,2003-07-01
DWDM-SFP10G-59.79=,2003-07-01
DWDM-SFP10G-60.61=,2003-07-01
DWDM-SFP10G-61.41=,2003-07-01
CVR-CPAK-QSFP40=,2003-07-01
CPAK-100G-ER4F=,2003-07-01
CWDM-OADM1-1470=,2003-07-01
CWDM-OADM1-1490=,2003-07-01
CWDM-OADM1-1510=,2003-07-01
CWDM-OADM1-1530=,2003-07-01
CWDM-OADM1-1550=,2003-07-01
CWDM-OADM1-1570=,2003-07-01
CWDM-OADM1-1590=,2003-07-01
CWDM-OADM1-1610=,2003-07-01
CWDM-OADM4-1=,2003-07-01
CWDM-OADM4-2=,2003-07-01
SFP-OC3-LR2=,2003-07-01
XFP10GER-192IR-L=,2003-07-01
XFP10GLR192SR-RGD=,2003-07-01
XFP10GLR-192SR-L=,2003-07-01
XFP-10G-MM-SR=,2003-07-01
XFP-10GZR-OC192LR=,2003-07-01
QDD-400G-LR8-S=,2003-07-01
DWDM-SFP-3033=,2003-07-01
DWDM-SFP-3112=,2003-07-01
DWDM-SFP-3190=,2003-07-01
DWDM-SFP-3268=,2003-07-01
DWDM-SFP-3346=,2003-07-01
DWDM-SFP-3425=,2003-07-01
DWDM-SFP-3504=,2003-07-01
DWDM-SFP-3582=,2003-07-01
DWDM-SFP-3661=,2003-07-01
DWDM-SFP-3739=,2003-07-01
DWDM-SFP-3819=,2003-07-01
DWDM-SFP-3898=,2003-07-01
DWDM-SFP-3977=,2003-07-01
DWDM-SFP-4056=,2003-07-01
DWDM-SFP-4134=,2003-07-01
DWDM-SFP-4214=,2003-07-01
DWDM-SFP-4294=,2003-07-01
DWDM-SFP-4373=,2003-07-01
DWDM-SFP-4453=,2003-07-01
DWDM-SFP-4532=,2003-07-01
DWDM-SFP-4612=,2003-07-01
DWDM-SFP-4692=,2003-07-01
DWDM-SFP-4772=,2003-07-01
DWDM-SFP-4851=,2003-07-01
DWDM-SFP-4931=,2003-07-01
DWDM-SFP-5012=,2003-07-01
DWDM-SFP-5092=,2003-07-01
DWDM-SFP-5252=,2003-07-01
DWDM-SFP-5332=,2003-07-01
DWDM-SFP-5413=,2003-07-01
DWDM-SFP-5494=,2003-07-01
DWDM-SFP-5575=,2003-07-01
DWDM-SFP-5655=,2003-07-01
DWDM-SFP-5736=,2003-07-01
DWDM-SFP-5817=,2003-07-01
DWDM-SFP-5898=,2003-07-01
DWDM-SFP-5979=,2003-07-01
DWDM-SFP-6061=,2003-07-01
DWDM-SFP-6141=,2003-07-01
SFP-10G-SR-X=,2003-07-01
CPAK-10X10G-LR=,2003-07-01
CPAK-10X10G-ERL=,2003-07-01
CFP2-100G-ER4=,2003-07-01
CPAK-100G-SR10=,2003-07-01
CPAK-100G-ER4L=,2003-07-01
SFP-10G-T-X(3),2009-04-16
"SFP-25G-SR-S(1,6)",2009-04-16
"SFP-25G-SL(5,6)",2009-04-16
"SFP-10/25G-CSR-S(1,6)",2009-04-16
"SFP-10/25G-LR-S(2,6)",2009-04-16
QSFP-100G-SR1.2(8),2009-04-16
QSFP-100G-CWDM4-S(13),2009-04-16
QSFP-100G-PSM4-S(14),2009-04-16
QSFP-200G-SR4-S,2009-04-16
QSFP-200G-SL4,2009-04-16
SFP-H10GB-CU3M(9),2009-04-16
SFP-H10GB-CU5M(9),2009-04-16
SFP-H10GB-ACU7M(9),2009-04-16
SFP-10G-AOC3M(9),2009-04-16
SFP-10G-AOC5M(9),2009-04-16
SFP-H25G-CU3M(10),2009-04-16
SFP-H25G-CU5M(10),2009-04-16
SFP-25G-AOC3M(10),2009-04-16
SFP-25G-AOC5M(10),2009-04-16
QSFP-4x10G-AC7M,2009-04-16
QSFP-4x10G-AC10M,2009-04-16
SFP-50G-CU1M,2009-04-16
SFP-50G-CU1.5M,2009-04-16
SFP-50G-CU2M,2009-04-16
SFP-50G-CU2.5M,2009-04-16
SFP-50G-CU3M,2009-04-16
SFP-50G-CU4M,2009-04-16
SFP-50G-CU5M,2009-04-16
UCSX-ML-V5D200G(17),2009-04-16
UCSX-ML-V5Q50G,2009-04-16
UCSX-ME-V5Q50G,2009-04-16
UCSX-V5-BRIDGE,2009-04-16
UCSC-M-V5Q50G(17),2009-04-16
UCSC-M-V5D200G(17),2009-04-16
UCSB-ML-V5Q10G,2009-04-16
UCSC-P-V5Q50G,2009-04-16
UCSC-P-V5D200G,2009-04-16
UCSX-ML-V5D200G-D(17),2009-04-16
UCSX-ML-V5Q50G-D,2009-04-16
UCSX-ME-V5Q50G-D,2009-04-16
UCSX-V5-BRIDGE-D,2009-04-16
UCSC-M-V5Q50G-D(13),2009-04-16
UCSC-M-V5D200G-D(13),2009-04-16
UCSC-P-V5Q50G-D,2009-04-16
UCSC-P-V5D200G-D,2009-04-16
UCSC-M-V5D200GV2,2009-04-16
UCSC-M-V5D200GV2D,2009-04-16
UCSC-M-V5Q50GV2,2009-04-16
UCSC-M-V5Q50GV2D,2009-04-16
UCSX-ML-V5D200GV2,2009-04-16
UCSX-ML-V5D200GV2D,2009-04-16
SFP-10G-T-X(14),2009-04-16
MA-SFP-10GB-SR(13),2009-04-16
MA-SFP-10GB-LR(13),2009-04-16
SFP-25G-SR-S(15),2009-04-16
SFP-25G-SL(15),2009-04-16
SFP-10/25G-CSR-S(1) (15),2009-04-16
SFP-10/25G-LR-S(8) (15),2009-04-16
QSFP-40G-SR4(18),2009-04-16
QSFP-40G-SR4-S(18),2009-04-16
QSFP-40G-CSR4(18),2009-04-16
QSFP-40G-LR4(18),2009-04-16
QSFP-40G-LR4-S(18),2009-04-16
WSP-Q40GLR4L(2),2009-04-16
QSFP-40/100-SRBD(3),2009-04-16
QSFP-100G-SR1.2(19),2009-04-16
QSFP-100G-DR-S(20),2009-04-16
QSFP-100G-FR-S(20),2009-04-16
QSFP-100G-SM-SR(21),2009-04-16
QSFP-100G-CWDM4-S(22),2009-04-16
QSFP-100G-PSM4-S(23),2009-04-16
SFP-H10GB-CU1-5M(4),2009-04-16
SFP-H10GB-CU2-5M(4),2009-04-16
MA-CBL-TA-1M(13),2009-04-16
MA-CBL-TA-3M(13),2009-04-16
SFP-H25G-CU4M(6),2009-04-16
SFP-H25G-CU5M(7)(11)(12),2009-04-16
SFP-25G-AOC4M(9),2009-04-16
QSFP-H40G-AOC20M(4),2009-04-16
QSFP-H40G-AOC25M(4),2009-04-16
QSFP-H40G-AOC30M(4),2009-04-16
QSFP-4x10G-AC7M(5)(10),2009-04-16
QSFP-4x10G-AC10M(5)(10),2009-04-16
QSFP-4SFP10G-CU1M(5)(10),2009-04-16
QSFP-4SFP10G-CU3M(5)(10),2009-04-16
QSFP-4SFP10G-CU5M(5)(10),2009-04-16
QSFP-4X10G-AOC1M(5)(10),2009-04-16
QSFP-4X10G-AOC2M(5),2009-04-16
QSFP-4X10G-AOC3M(5)(10),2009-04-16
QSFP-4X10G-AOC5M(5)(10),2009-04-16
QSFP-4X10G-AOC7M(5)(10),2009-04-16
QSFP-4X10G-AOC10M(5)(10),2009-04-16
QSFP-100G-CU1M(17),2009-04-16
QSFP-100G-CU2M(17),2009-04-16
QSFP-100G-CU3M(17),2009-04-16
QSFP-100G-CU5M(17),2009-04-16
QSFP-4SFP25G-CU1M(5)(10)(19),2009-04-16
QSFP-4SFP25G-CU2M(5)(10)(19),2009-04-16
QSFP-4SFP25G-CU3M(5)(10)(19),2009-04-16
QSFP-4SFP25G-CU5M(5)(10)(19),2009-04-16
UCSX-V4-Q25GME,2009-04-16
UCSX-V4-BRIDGE,2009-04-16
NM-1A-OC3-POM=,1960-01-01
HWIC-1SER,1960-01-01
HWIC-1SER=,1960-01-01
HWIC-2SER,1960-01-01
HWIC-2SER=,1960-01-01
NM-4T-E=,1960-01-01
CAB-SS-SURGE,1960-01-01
CAB-SS-SURGE=,1960-01-01
MEM1841-128D=,1960-01-01
MEM1841-128U192D,1960-01-01
MEM1841-128U192D=,1960-01-01
MEM1841-256D=,1960-01-01
MEM1841-64D=,1960-01-01
ACS-2600-FACE=,1960-01-01
ACS-2600-GENERIC,1960-01-01
ACS-2600RM-19=,1960-01-01
ACS-2600RM-24=,1960-01-01
BOOT-2600XM-256=,1960-01-01
BOOT-2650=,1960-01-01
CD362-AR1K9=,1960-01-01
CD362-AR1P=,1960-01-01
CD364-AR1K9=,1960-01-01
CISCO3660-BEZEL,1960-01-01
CISCO3725-BLS-24,1960-01-01
CISCO3725-BLS-48,1960-01-01
CISCO3725-BLS-96,1960-01-01
FL17-ASK9-AISK9=,1960-01-01
FL17-IPV-SPSK9=,1960-01-01
MEM2600XM-128D=,1960-01-01
MEM2600XM-128U192D,1960-01-01
MEM2600XM-16FS-SP=,1960-01-01
MEM2600XM-32D-SP=,1960-01-01
MEM2600XM-32U48FS,1960-01-01
MEM2600XM-32U48FS=,1960-01-01
MEM2600XM-64D-SP=,1960-01-01
MEM2600XM-96U256D,1960-01-01
MEM2600XM-96U256D=,1960-01-01
MEM2650-8D=,1960-01-01
MEM2691-128CF-EXT,1960-01-01
MEM2691-128D-SP=,1960-01-01
MEM2691-128U256D,1960-01-01
MEM2691-192U256D,1960-01-01
MEM2691-32CF-EXT,1960-01-01
MEM2691-64CF-EXT,1960-01-01
MEM3600-16FS-INCL,1960-01-01
MEM3600-16U64FS,1960-01-01
MEM3600-2X8FS=,1960-01-01
MEM3600-32D-INCL,1960-01-01
MEM3600-32SD-INCL,1960-01-01
MEM3600-64SD-INCL,1960-01-01
MEM3600-8F-INCL,1960-01-01
MEM3600-8U16FS,1960-01-01
MEM3600-8U16FS=,1960-01-01
MEM3600-8U32FS,1960-01-01
MEM3600-8U32FS=,1960-01-01
MEM3600-8U64FS,1960-01-01
MEM3600-8U64FS=,1960-01-01
MEM3660-128SD-INCL,1960-01-01
MEM3660-32FS-INCL,1960-01-01
MEM3725-128D-INCL,1960-01-01
MEM3725-128U192D,1960-01-01
MEM3725-128U256D,1960-01-01
MEM3725-192U256D,1960-01-01
MEM3725-256D-INCL,1960-01-01
MEM3725-32CF-INCL,1960-01-01
MEM3725-32U128CF,1960-01-01
MEM3725-32U128CF=,1960-01-01
MEM3725-32U64CF,1960-01-01
MEM3725-32U64CF=,1960-01-01
MEM3725-64U128CF,1960-01-01
MEM3725-64U128CF=,1960-01-01
MEM3745-128D-INCL,1960-01-01
MEM3745-128U192D,1960-01-01
MEM3745-128U256D,1960-01-01
MEM3745-192U256D,1960-01-01
MEM3745-256D-INCL,1960-01-01
MEM3745-32CF-INCL,1960-01-01
MEM3745-32U128CF,1960-01-01
MEM3745-32U128CF=,1960-01-01
MEM3745-32U64CF,1960-01-01
MEM3745-32U64CF=,1960-01-01
MEM3745-64U128CF,1960-01-01
